id,title,publisher,url,kind,note,visibility,checked_at
src-standard-maff-hokkaido-ramen,ラーメン 北海道,農林水産省 うちの郷土料理,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/ramen_hokkaido.html,official_government,札幌味噌、函館塩、旭川醤油という代表的な味分類の確認,public,2026-08-10
src-standard-mori-soba,もりそば,日穀製粉株式会社,https://www.nikkoku.co.jp/entertainment/glossary/post-46.php,professional_reference,つゆにつけて食べるもりそばの呼称と、ざる・せいろとの幅の確認,public,2026-08-10
src-standard-nagoya-taiwan-maze,台湾まぜそば,名古屋観光コンベンションビューロー,https://www.nagoya-info.jp/useful/photo_single/82/1/,official_tourism,名古屋で発達した汁なし・まぜそば系の代表例の確認,public,2026-08-10
src-standard-nanban-explainer,鶏南蛮そば 基本の和食,キッコーマン株式会社,https://www.kikkoman.co.jp/homecook/washoku/100/,producer_reference,鴨南蛮を代表例とし、肉とねぎを焼いてかえし・だしと合わせる南蛮そばの構造確認,public,2026-08-10
src-standard-ramen-dictionary,ラーメン大辞典,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/dictionary/,professional_reference,ラーメン各様式、たれ、白湯、煮干し、つけ麺、油そば等の用語確認,public,2026-08-10
src-standard-ryus-tori-paitan,RYUS NOODLE BAR,新横浜ラーメン博物館,https://www.raumen.co.jp/shop/ryus-noodle-bar.html,professional_reference,鶏を長時間炊き、強火で白湯へ仕上げる鶏白湯の構造確認,public,2026-08-10
src-standard-salt-yakisoba,細切りキャベツのガーリック白だし焼きそば,キッコーマン株式会社,https://www.kikkoman.co.jp/homecook/search/recipe/00050039/,producer_reference,ソースを使わず塩・白だし・にんにく等で仕上げる塩系焼きそばの幅の確認,public,2026-08-10
src-standard-sauce-yakisoba,絶品ソース焼きそば,キッコーマン株式会社,https://www.kikkoman.co.jp/homecook/search/recipe/00050997/,producer_reference,蒸し中華麺、豚肉、野菜、ウスター系ソースを炒め合わせる典型構成の確認,public,2026-08-10
src-standard-soba-general,日本そば,全国製麺協同組合連合会,https://zenmenren.or.jp/raw_noodle_iroiro/japanese_soba/,industry_association,日本そばの定義、もり・ざる・かけという代表的な食べ方の確認,public,2026-08-10
src-standard-tempura-soba,さわらと春野菜の青のり天ぷらそば,全国製麺協同組合連合会,https://zenmenren.or.jp/recipe/09/03.html,industry_association,温かいそばつゆと天ぷらを組み合わせる典型構成の確認,public,2026-08-10
src-standard-udon-general,うどん,全国製麺協同組合連合会,https://zenmenren.or.jp/raw_noodle_iroiro/udon/,industry_association,うどんの原料、麺のコシ、一般的な製麺特性の確認,public,2026-08-10
src-standard-zaru-soba,ざるそば,日穀製粉株式会社,https://www.nikkoku.co.jp/entertainment/glossary/post-44.php,professional_reference,ざる盛り、海苔の有無など時代と店による違いの確認,public,2026-08-10
src-toyohashi-curry-city,豊橋ウェブ百科事典「豊橋カレーうどん」,豊橋市,https://www.city.toyohashi.lg.jp/33978.htm,official_government,成立背景、食べ方、豊橋カレーうどん五箇条の確認,public,2026-08-10
src-toyohashi-curry-jpo,商標登録第5990959号 豊橋カレーうどん,特許庁,https://www.jpo.go.jp/system/trademark/gaiyo/chidan/shoukai/ichiran/5990959.html,official_government,地域団体商標、豊橋市での提供、二層構造と地域ブランドの確認,public,2026-08-10
src-contemporary-rich-seafood-pork-tsukemen-1,埼玉川越「頑者」,新横浜ラーメン博物館,https://www.raumen.co.jp/shop/ganja-raumen.html,professional_reference,極太麺、濃厚つけダレ、動物系と魚介系のWスープ、魚粉という構造の確認,public,2026-08-10
src-contemporary-rich-seafood-pork-tsukemen-2,「あの銘店をもう一度」第3弾はつけ麺の歴史を変えた川越の銘店「頑者」,新横浜ラーメン博物館,https://www.raumen.co.jp/information/news_001526.html,professional_reference,極太麺×濃厚つけダレ×魚粉が広く普及した現代つけ麺スタイルであることの確認,public,2026-08-10
src-contemporary-kombu-water-tsukemen-1,『ロックンスリー』の「昆布水つけ麺」定期的な発売が決定,新横浜ラーメン博物館,https://www.raumen.co.jp/information/news_002047.html,professional_reference,昆布水つけ麺が技法として広く浸透したこと、昆布水と麺・つけ汁の構成確認,public,2026-08-10
src-contemporary-kombu-water-tsukemen-2,ロックンスリー,新横浜ラーメン博物館,https://www.raumen.co.jp/shop/rocknthree.html,professional_reference,鶏と水のラーメン、昆布水つけ麺の技法と現代ラーメンへの広がりの確認,public,2026-08-10
src-v230-jra-2025,日本ご当地ラーメン一覧 2025,一般社団法人 日本ラーメン協会,https://ramen-kyokai.jp/gotouchi_ramen_map/index.php,industry_association,日本のご当地ラーメン185件の名称・地域と、ご当地ラーメンの位置づけの確認,public,2026-08-10
src-v230-ramenmuseum-sapporo,全国ご当地ラーメン - 札幌ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_sapporo.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-asahikawa,全国ご当地ラーメン - 旭川ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_asahikawa.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-hakodade,全国ご当地ラーメン - 函館ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_hakodade.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-yonezawa,全国ご当地ラーメン - 米沢ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_yonezawa.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-shirakawa,全国ご当地ラーメン - 白河ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_shirakawa.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-sano,全国ご当地ラーメン - 佐野ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_sano.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-kitakata,全国ご当地ラーメン - 喜多方ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_kitakata.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-tokyo,全国ご当地ラーメン - 東京ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_tokyo.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-yokohama,全国ご当地ラーメン - 家系ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_yokohama.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-takayama,全国ご当地ラーメン - 高山ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_takayama.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-kyoto,全国ご当地ラーメン - 京都ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_kyoto.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-wakayama,全国ご当地ラーメン - 和歌山ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_wakayama.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-onomichi,全国ご当地ラーメン - 尾道ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_onomichi.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-hiroshima,全国ご当地ラーメン - 広島ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_hiroshima.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-tokushima,全国ご当地ラーメン - 徳島ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_tokushima.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-hakata,全国ご当地ラーメン - 博多ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_hakata.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-kurume,全国ご当地ラーメン - 久留米ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_kurume.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-kumamoto,全国ご当地ラーメン - 熊本ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_kumamoto.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-kagoshima,全国ご当地ラーメン - 鹿児島ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_kagoshima.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
