dish_id,dish_name,facet_id,facet_label_ja,group_id,source,confidence,display_eligible,evidence
jp-069,東京ラーメン,dashi_forward,だしが主役,broth_seasoning,manual_review,0.93,true,manual_review:東京ラーメン
jp-069,東京ラーメン,double_broth,動物系と魚介の合わせだし,broth_seasoning,manual_review,0.93,true,manual_review:東京ラーメン
jp-069,東京ラーメン,traditional,伝統的・王道,culture,manual_review,0.93,true,manual_review:東京ラーメン
jp-069,東京ラーメン,soup,汁あり,serving,manual_review,0.93,true,manual_review:東京ラーメン
jp-069,東京ラーメン,light,あっさり,taste_aroma,numeric_derived,0.62,false,taste.richness<=2.3 & oiliness<=2.3
jp-070,荻窪ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-070,荻窪ラーメン,niboshi,煮干し・節系,broth_seasoning,legacy_tag,0.88,true,legacy_tag:煮干し
jp-070,荻窪ラーメン,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-070,荻窪ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-070,荻窪ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-071,油そば,brothless,汁なし・まぜ,serving,structured_field,0.88,true,form:dry
jp-072,つけ麺,thick_noodle,太麺,noodle,numeric_derived,0.62,false,noodle.thickness>=3.5
jp-072,つけ麺,dipping,つけて食べる,serving,structured_field,0.88,true,form:dipping
jp-072,つけ麺,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-073,八王子ラーメン,soy_sauce,醤油系,broth_seasoning,legacy_tag,0.88,true,legacy_tag:醤油
jp-073,八王子ラーメン,vegetables,野菜が多い,ingredient,structured_field,0.78,true,ingredient:野菜
jp-073,八王子ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-074,背脂ラーメン,backfat,背脂,broth_seasoning,structured_field,0.86,true,name_explicit:背脂
jp-074,背脂ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-074,背脂ラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-075,家系ラーメン,soy_sauce,醤油系,broth_seasoning,manual_review,0.93,true,manual_review:家系ラーメン
jp-075,家系ラーメン,pork_bone,豚骨,broth_seasoning,manual_review,0.93,true,manual_review:家系ラーメン
jp-075,家系ラーメン,animal_forward,動物系が強い,broth_seasoning,manual_review,0.93,true,manual_review:家系ラーメン
jp-075,家系ラーメン,traditional,伝統的・王道,culture,manual_review,0.93,true,manual_review:家系ラーメン
jp-075,家系ラーメン,thick_noodle,太麺,noodle,manual_review,0.93,true,manual_review:家系ラーメン
jp-075,家系ラーメン,firm_noodle,コシが強い,noodle,manual_review,0.93,true,manual_review:家系ラーメン
jp-075,家系ラーメン,soup,汁あり,serving,manual_review,0.93,true,manual_review:家系ラーメン
jp-075,家系ラーメン,rich,濃厚,taste_aroma,manual_review,0.93,true,manual_review:家系ラーメン
jp-076,サンマーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-077,ニュータンタンメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-077,ニュータンタンメン,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:動物系
jp-077,ニュータンタンメン,vegetables,野菜が多い,ingredient,structured_field,0.86,true,name_explicit:野菜系
jp-077,ニュータンタンメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-077,ニュータンタンメン,spicy,辛い・香辛料が効く,taste_aroma,structured_field,0.86,true,name_explicit:辛味
jp-078,平塚系タンメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-078,平塚系タンメン,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:動物系
jp-078,平塚系タンメン,vegetables,野菜が多い,ingredient,structured_field,0.86,true,name_explicit:野菜系
jp-078,平塚系タンメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-079,小田原系ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-080,三崎まぐろラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-080,三崎まぐろラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-080,三崎まぐろラーメン,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-080,三崎まぐろラーメン,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.86,true,name_explicit:魚介素材
jp-080,三崎まぐろラーメン,seafood_ingredient,魚介を使う,ingredient,structured_field,0.86,true,name_explicit:魚介素材
jp-080,三崎まぐろラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-080,三崎まぐろラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-080,三崎まぐろラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-081,小田原タンタン麺,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-081,小田原タンタン麺,spicy,辛い・香辛料が効く,taste_aroma,structured_field,0.86,true,name_explicit:辛味
jp-082,神奈川淡麗系,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-082,神奈川淡麗系,light,あっさり,taste_aroma,numeric_derived,0.62,false,taste.richness<=2.3 & oiliness<=2.3
jp-083,アホーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-083,アホーメン,garlic,にんにくが効く,taste_aroma,numeric_derived,0.62,false,taste.garlicIntensity>=2.5
jp-084,新潟あっさり醤油ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.86,true,name_explicit:醤油系
jp-084,新潟あっさり醤油ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-084,新潟あっさり醤油ラーメン,light,あっさり,taste_aroma,numeric_derived,0.62,false,taste.richness<=2.3 & oiliness<=2.3
jp-085,新潟濃厚味噌ラーメン,miso,味噌系,broth_seasoning,structured_field,0.86,true,name_contains:味噌
jp-085,新潟濃厚味噌ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-085,新潟濃厚味噌ラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-085,新潟濃厚味噌ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-085,新潟濃厚味噌ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.86,true,name_contains:味噌
jp-086,長岡生姜醤油ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.86,true,name_explicit:醤油系
jp-086,長岡生姜醤油ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-086,長岡生姜醤油ラーメン,ginger,生姜が効く,taste_aroma,structured_field,0.86,true,name_explicit:生姜
jp-087,燕背脂ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-087,燕背脂ラーメン,niboshi,煮干し・節系,broth_seasoning,legacy_tag,0.88,true,legacy_tag:煮干し
jp-087,燕背脂ラーメン,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-087,燕背脂ラーメン,backfat,背脂,broth_seasoning,structured_field,0.86,true,name_explicit:背脂
jp-087,燕背脂ラーメン,thick_noodle,太麺,noodle,numeric_derived,0.62,false,noodle.thickness>=3.5
jp-087,燕背脂ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-087,燕背脂ラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-087,燕背脂ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-088,三条カレーラーメン,curry,カレー系,broth_seasoning,structured_field,0.86,true,name_contains:カレー
jp-088,三条カレーラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-088,三条カレーラーメン,spicy,辛い・香辛料が効く,taste_aroma,legacy_tag,0.88,true,legacy_tag:香辛料
jp-089,三条っ子ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-090,見附へそラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-091,上越とん汁ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-092,もつラーメン,meat_ingredient,肉を使う,ingredient,structured_field,0.86,true,name_explicit:もつ・ホルモン
jp-092,もつラーメン,offal,もつ・ホルモン,ingredient,structured_field,0.86,true,name_explicit:もつ・ホルモン
jp-092,もつラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-092,もつラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-093,冷丼,cold,冷たい,serving,structured_field,0.88,true,form:cold
jp-093,冷丼,light,あっさり,taste_aroma,numeric_derived,0.62,false,taste.richness<=2.3 & oiliness<=2.3
jp-094,上越味噌ラーメン,miso,味噌系,broth_seasoning,structured_field,0.86,true,name_contains:味噌
jp-094,上越味噌ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-094,上越味噌ラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-094,上越味噌ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.86,true,name_contains:味噌
jp-095,麻婆ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-095,麻婆ラーメン,spicy,辛い・香辛料が効く,taste_aroma,numeric_derived,0.62,false,taste.heat/spice
jp-096,上越雪むろ酒かすラーメン,sake_lees,酒粕を使う,broth_seasoning,legacy_tag,0.88,true,legacy_tag:酒粕
jp-096,上越雪むろ酒かすラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-096,上越雪むろ酒かすラーメン,fermented,発酵感がある,taste_aroma,numeric_derived,0.62,false,taste.fermentation>=2.5
jp-097,富山ブラックラーメン,soy_sauce,醤油系,broth_seasoning,legacy_tag,0.88,true,legacy_tag:濃口醤油
jp-097,富山ブラックラーメン,salt,塩系,broth_seasoning,legacy_tag,0.88,true,legacy_tag:強めの塩味
jp-097,富山ブラックラーメン,dark_broth,濃い色のスープ,broth_seasoning,legacy_tag,0.88,true,legacy_tag:濃い色
jp-097,富山ブラックラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-098,入善ブラウンラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-099,高岡グリーンラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-100,おやべホワイトラーメン,dairy,乳製品,ingredient,structured_field,0.78,true,ingredient:乳製品
jp-100,おやべホワイトラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-100,おやべホワイトラーメン,rich,濃厚,taste_aroma,legacy_tag,0.88,true,legacy_tag:まろやか
jp-101,UFOラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-102,加賀味噌ラーメン,miso,味噌系,broth_seasoning,structured_field,0.86,true,name_contains:味噌
jp-102,加賀味噌ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-102,加賀味噌ラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-102,加賀味噌ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.86,true,name_contains:味噌
jp-103,敦賀ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-104,たけふ駅前中華そば,soy_sauce,醤油系,broth_seasoning,structured_field,0.86,true,name_explicit:醤油系
jp-104,たけふ駅前中華そば,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-105,平打ちタンメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-105,平打ちタンメン,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:動物系
jp-105,平打ちタンメン,vegetables,野菜が多い,ingredient,structured_field,0.86,true,name_explicit:野菜系
jp-105,平打ちタンメン,flat_noodle,平打ち・幅広麺,noodle,numeric_derived,0.62,false,noodle.width>=3.7
jp-105,平打ちタンメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-106,甲州地どりラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-107,やまなし源水ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-107,やまなし源水ラーメン,light,あっさり,taste_aroma,numeric_derived,0.62,false,taste.richness<=2.3 & oiliness<=2.3
jp-108,安養寺ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-109,王様中華そば,soy_sauce,醤油系,broth_seasoning,structured_field,0.86,true,name_explicit:醤油系
jp-109,王様中華そば,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-110,ローメン,fried_noodle,揚げ・焼き麺,noodle,legacy_tag,0.88,true,legacy_tag:蒸し麺
jp-110,ローメン,brothless,汁なし・まぜ,serving,structured_field,0.88,true,form:dry
jp-111,信州味噌ラーメン,miso,味噌系,broth_seasoning,structured_field,0.86,true,name_contains:味噌
jp-111,信州味噌ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-111,信州味噌ラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-111,信州味噌ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.86,true,name_contains:味噌
jp-112,高山ラーメン,soy_sauce,醤油系,broth_seasoning,manual_review,0.93,true,manual_review:高山ラーメン
jp-112,高山ラーメン,dashi_forward,だしが主役,broth_seasoning,manual_review,0.93,true,manual_review:高山ラーメン
jp-112,高山ラーメン,seafood_forward,魚介が強い,broth_seasoning,manual_review,0.93,true,manual_review:高山ラーメン
jp-112,高山ラーメン,traditional,伝統的・王道,culture,manual_review,0.93,true,manual_review:高山ラーメン
jp-112,高山ラーメン,thin_noodle,細麺,noodle,manual_review,0.93,true,manual_review:高山ラーメン
jp-112,高山ラーメン,soup,汁あり,serving,manual_review,0.93,true,manual_review:高山ラーメン
jp-112,高山ラーメン,light,あっさり,taste_aroma,manual_review,0.93,true,manual_review:高山ラーメン
jp-113,神岡ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-114,溶き味噌ラーメン,miso,味噌系,broth_seasoning,structured_field,0.86,true,name_contains:味噌
jp-114,溶き味噌ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-114,溶き味噌ラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-114,溶き味噌ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.86,true,name_contains:味噌
jp-115,清水もつカレーラーメン,curry,カレー系,broth_seasoning,structured_field,0.86,true,name_contains:カレー
jp-115,清水もつカレーラーメン,meat_ingredient,肉を使う,ingredient,structured_field,0.86,true,name_explicit:もつ・ホルモン
jp-115,清水もつカレーラーメン,offal,もつ・ホルモン,ingredient,structured_field,0.86,true,name_explicit:もつ・ホルモン
jp-115,清水もつカレーラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-115,清水もつカレーラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-115,清水もつカレーラーメン,spicy,辛い・香辛料が効く,taste_aroma,legacy_tag,0.88,true,legacy_tag:香辛料
jp-116,志太系ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-117,富士つけナポリタン,vegetables,野菜が多い,ingredient,legacy_tag,0.88,true,legacy_tag:トマト
jp-117,富士つけナポリタン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-118,台湾ラーメン,meat_ingredient,肉を使う,ingredient,structured_field,0.78,true,ingredient:肉
jp-118,台湾ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-118,台湾ラーメン,spicy,辛い・香辛料が効く,taste_aroma,numeric_derived,0.62,false,taste.heat/spice
jp-118,台湾ラーメン,garlic,にんにくが効く,taste_aroma,numeric_derived,0.62,false,taste.garlicIntensity>=2.5
jp-119,台湾まぜそば,meat_ingredient,肉を使う,ingredient,structured_field,0.78,true,ingredient:肉
jp-119,台湾まぜそば,egg,卵を使う,ingredient,structured_field,0.78,true,ingredient:卵
jp-119,台湾まぜそば,brothless,汁なし・まぜ,serving,structured_field,0.88,true,form:dry
jp-119,台湾まぜそば,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-119,台湾まぜそば,spicy,辛い・香辛料が効く,taste_aroma,numeric_derived,0.62,false,taste.heat/spice
jp-119,台湾まぜそば,garlic,にんにくが効く,taste_aroma,numeric_derived,0.62,false,taste.garlicIntensity>=2.5
jp-120,好来系ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-121,ベトコンラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-121,ベトコンラーメン,spicy,辛い・香辛料が効く,taste_aroma,structured_field,0.86,true,name_explicit:辛味
jp-121,ベトコンラーメン,garlic,にんにくが効く,taste_aroma,numeric_derived,0.62,false,taste.garlicIntensity>=2.5
jp-122,玉子とじラーメン,egg,卵を使う,ingredient,structured_field,0.86,true,name_explicit:卵
jp-122,玉子とじラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-123,亀山ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-124,京都ラーメン,soy_sauce,醤油系,broth_seasoning,manual_review,0.93,true,manual_review:京都ラーメン
jp-124,京都ラーメン,pork_bone,豚骨,broth_seasoning,structured_field,0.78,true,structured:豚骨
jp-124,京都ラーメン,animal_forward,動物系が強い,broth_seasoning,manual_review,0.93,true,manual_review:京都ラーメン
jp-124,京都ラーメン,backfat,背脂,broth_seasoning,structured_field,0.78,true,structured:背脂
jp-124,京都ラーメン,traditional,伝統的・王道,culture,manual_review,0.93,true,manual_review:京都ラーメン
jp-124,京都ラーメン,soft_noodle,やわらかい麺,noodle,manual_review,0.93,true,manual_review:京都ラーメン
jp-124,京都ラーメン,soup,汁あり,serving,manual_review,0.93,true,manual_review:京都ラーメン
jp-124,京都ラーメン,rich,濃厚,taste_aroma,manual_review,0.93,true,manual_review:京都ラーメン
jp-124,京都ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-125,京風ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-125,京風ラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-125,京風ラーメン,dashi_forward,だしが主役,broth_seasoning,structured_field,0.78,true,structured:だし
jp-125,京風ラーメン,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-125,京風ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-125,京風ラーメン,light,あっさり,taste_aroma,numeric_derived,0.62,false,taste.richness<=2.3 & oiliness<=2.3
jp-126,キーシマ,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-126,キーシマ,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-126,キーシマ,dashi_forward,だしが主役,broth_seasoning,structured_field,0.78,true,structured:だし
jp-126,キーシマ,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-126,キーシマ,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-126,キーシマ,light,あっさり,taste_aroma,numeric_derived,0.62,false,taste.richness<=2.3 & oiliness<=2.3
jp-127,高井田系ラーメン,soy_sauce,醤油系,broth_seasoning,legacy_tag,0.88,true,legacy_tag:濃口醤油
jp-127,高井田系ラーメン,dark_broth,濃い色のスープ,broth_seasoning,legacy_tag,0.88,true,legacy_tag:濃い色
jp-127,高井田系ラーメン,thick_noodle,太麺,noodle,numeric_derived,0.62,false,noodle.thickness>=3.5
jp-127,高井田系ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-128,大阪ライト豚骨,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-128,大阪ライト豚骨,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-128,大阪ライト豚骨,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-128,大阪ライト豚骨,pork_bone,豚骨,broth_seasoning,structured_field,0.86,true,name_explicit:豚骨
jp-128,大阪ライト豚骨,animal_forward,動物系が強い,broth_seasoning,structured_field,0.86,true,name_explicit:豚骨
jp-128,大阪ライト豚骨,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-128,大阪ライト豚骨,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-128,大阪ライト豚骨,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-128,大阪ライト豚骨,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-129,神戸ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-130,えきそば,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-130,えきそば,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-130,えきそば,dashi_forward,だしが主役,broth_seasoning,structured_field,0.78,true,structured:だし
jp-130,えきそば,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-130,えきそば,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-130,えきそば,light,あっさり,taste_aroma,numeric_derived,0.62,false,taste.richness<=2.3 & oiliness<=2.3
jp-131,播州ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-132,播州赤穂塩ラーメン,salt,塩系,broth_seasoning,structured_field,0.86,true,name_contains:塩
jp-132,播州赤穂塩ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-132,播州赤穂塩ラーメン,light,あっさり,taste_aroma,numeric_derived,0.62,false,taste.richness<=2.3 & oiliness<=2.3
jp-133,尼崎あんかけちゃんぽん,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-133,尼崎あんかけちゃんぽん,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-133,尼崎あんかけちゃんぽん,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-133,尼崎あんかけちゃんぽん,ankake,あんかけ,broth_seasoning,structured_field,0.86,true,name_explicit:あんかけ
jp-133,尼崎あんかけちゃんぽん,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-133,尼崎あんかけちゃんぽん,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:動物系
jp-133,尼崎あんかけちゃんぽん,vegetables,野菜が多い,ingredient,structured_field,0.86,true,name_explicit:野菜系
jp-133,尼崎あんかけちゃんぽん,seafood_ingredient,魚介を使う,ingredient,legacy_tag,0.88,true,legacy_tag:魚介
jp-133,尼崎あんかけちゃんぽん,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-133,尼崎あんかけちゃんぽん,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-133,尼崎あんかけちゃんぽん,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-133,尼崎あんかけちゃんぽん,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-134,近江ちゃんぽん,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-134,近江ちゃんぽん,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-134,近江ちゃんぽん,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-134,近江ちゃんぽん,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-134,近江ちゃんぽん,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:動物系
jp-134,近江ちゃんぽん,vegetables,野菜が多い,ingredient,structured_field,0.86,true,name_explicit:野菜系
jp-134,近江ちゃんぽん,seafood_ingredient,魚介を使う,ingredient,legacy_tag,0.88,true,legacy_tag:魚介
jp-134,近江ちゃんぽん,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-134,近江ちゃんぽん,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-134,近江ちゃんぽん,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-135,天理ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-136,和歌山ラーメン,soy_sauce,醤油系,broth_seasoning,manual_review,0.93,true,manual_review:和歌山ラーメン
jp-136,和歌山ラーメン,pork_bone,豚骨,broth_seasoning,manual_review,0.93,true,manual_review:和歌山ラーメン
jp-136,和歌山ラーメン,animal_forward,動物系が強い,broth_seasoning,manual_review,0.93,true,manual_review:和歌山ラーメン
jp-136,和歌山ラーメン,traditional,伝統的・王道,culture,manual_review,0.93,true,manual_review:和歌山ラーメン
jp-136,和歌山ラーメン,thin_noodle,細麺,noodle,manual_review,0.93,true,manual_review:和歌山ラーメン
jp-136,和歌山ラーメン,soft_noodle,やわらかい麺,noodle,manual_review,0.93,true,manual_review:和歌山ラーメン
jp-136,和歌山ラーメン,soup,汁あり,serving,manual_review,0.93,true,manual_review:和歌山ラーメン
jp-136,和歌山ラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-136,和歌山ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-137,素ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-137,素ラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-137,素ラーメン,dashi_forward,だしが主役,broth_seasoning,structured_field,0.78,true,structured:だし
jp-137,素ラーメン,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-137,素ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-137,素ラーメン,light,あっさり,taste_aroma,numeric_derived,0.62,false,taste.richness<=2.3 & oiliness<=2.3
jp-138,鳥取牛骨ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-138,鳥取牛骨ラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-138,鳥取牛骨ラーメン,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-138,鳥取牛骨ラーメン,animal_forward,動物系が強い,broth_seasoning,structured_field,0.86,true,name_explicit:牛骨
jp-138,鳥取牛骨ラーメン,beef_bone,牛骨,broth_seasoning,structured_field,0.86,true,name_explicit:牛骨
jp-138,鳥取牛骨ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-138,鳥取牛骨ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-139,山陰ちゃんぽん,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
