id,name,collection,country,prefecture,tag_count,tags,mapped_filter_count,mapped_filter_ids,mapped_groups,form,form_evidence,noodle_thickness,noodle_firmness,noodle_evidence,richness,tag_rich,tag_thick_noodle,derived_rich_candidate,derived_thick_candidate,derived_firm_candidate,rich_x_thick_candidate,review_priority,review_reasons
jp-112,高山ラーメン,japan_local_ramen,日本,岐阜県,2,醤油|あっさり,2,light|soy_sauce,broth_seasoning|taste_aroma,soup,default_or_unknown,2.2,2.8,explicit_or_rule,1.9,false,false,false,false,false,false,medium,form_default_or_unknown
jp-113,神岡ラーメン,japan_local_ramen,日本,岐阜県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-114,溶き味噌ラーメン,japan_local_ramen,日本,静岡県,2,味噌|発酵のコク,2,fermented|miso,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,3.7,false,false,true,false,false,false,high,noodle_default_only|form_default_or_unknown|rich_not_tagged
jp-115,清水もつカレーラーメン,japan_local_ramen,日本,静岡県,3,カレー|香辛料|もつ,3,curry|offal|spicy,broth_seasoning|ingredient|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,4.2,false,false,true,false,false,false,high,noodle_default_only|form_default_or_unknown|rich_not_tagged
jp-116,志太系ラーメン,japan_local_ramen,日本,静岡県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-117,富士つけナポリタン,japan_local_ramen,日本,静岡県,1,トマト,1,vegetables,ingredient,soup,default_or_unknown,2.7,2.8,default_only,2.8,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-118,台湾ラーメン,japan_local_ramen,日本,愛知県,3,辛味|香辛料|にんにく,2,garlic|spicy,taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,3.2,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-119,台湾まぜそば,japan_local_ramen,日本,愛知県,4,辛味|香辛料|汁なし|にんにく,3,brothless|garlic|spicy,serving|taste_aroma,dry,explicit_or_rule,2.7,2.8,default_only,3.9,false,false,true,false,false,false,medium,noodle_default_only|rich_not_tagged
jp-120,好来系ラーメン,japan_local_ramen,日本,愛知県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-121,ベトコンラーメン,japan_local_ramen,日本,愛知県,1,にんにく,1,garlic,taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,2.9,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-122,玉子とじラーメン,japan_local_ramen,日本,愛知県,1,卵,1,egg,ingredient,soup,default_or_unknown,2.7,2.8,default_only,3.1,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-123,亀山ラーメン,japan_local_ramen,日本,三重県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-124,京都ラーメン,japan_local_ramen,日本,京都府,4,豚骨醤油|背脂|油のコク|鶏・豚の濃いだし,4,animal_forward|pork_bone|rich|soy_sauce,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,4.9,true,false,true,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-125,京風ラーメン,japan_local_ramen,日本,京都府,4,淡麗|澄んだスープ|和風だし|穏やかな味,2,dashi_forward|light,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,1.4,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-126,キーシマ,japan_local_ramen,日本,京都府,1,和風だし,1,dashi_forward,broth_seasoning,soup,default_or_unknown,2.7,2.8,default_only,2.1,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-127,高井田系ラーメン,japan_local_ramen,日本,大阪府,3,濃口醤油|濃い色|太い麺,2,soy_sauce|thick_noodle,broth_seasoning|noodle,soup,default_or_unknown,3.9,2.8,explicit_or_rule,3.3,false,true,false,true,false,false,medium,form_default_or_unknown
jp-128,大阪ライト豚骨,japan_local_ramen,日本,大阪府,2,豚骨|濃厚,3,animal_forward|pork_bone|rich,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,4.2,true,false,true,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-129,神戸ラーメン,japan_local_ramen,日本,兵庫県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-130,えきそば,japan_local_ramen,日本,兵庫県,1,和風だし,1,dashi_forward,broth_seasoning,soup,default_or_unknown,2.7,2.8,default_only,2.1,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-131,播州ラーメン,japan_local_ramen,日本,兵庫県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-132,播州赤穂塩ラーメン,japan_local_ramen,日本,兵庫県,2,塩|澄んだ味わい,2,light|salt,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,2.1,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-133,尼崎あんかけちゃんぽん,japan_local_ramen,日本,兵庫県,4,野菜|魚介|具だくさん|あんかけ,4,ankake|seafood_forward|seafood_ingredient|vegetables,broth_seasoning|ingredient,soup,default_or_unknown,3.2,2.8,explicit_or_rule,3.8,false,false,true,false,false,false,medium,form_default_or_unknown|rich_not_tagged
jp-134,近江ちゃんぽん,japan_local_ramen,日本,滋賀県,3,野菜|魚介|具だくさん,3,seafood_forward|seafood_ingredient|vegetables,broth_seasoning|ingredient,soup,default_or_unknown,3.2,2.8,explicit_or_rule,3.2,false,false,false,false,false,false,medium,form_default_or_unknown
jp-135,天理ラーメン,japan_local_ramen,日本,奈良県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-136,和歌山ラーメン,japan_local_ramen,日本,和歌山県,2,豚骨醤油|中細麺,3,pork_bone|soy_sauce|thin_noodle,broth_seasoning|noodle,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.9,false,false,true,false,false,false,medium,form_default_or_unknown|rich_not_tagged
jp-137,素ラーメン,japan_local_ramen,日本,鳥取県,1,和風だし,1,dashi_forward,broth_seasoning,soup,default_or_unknown,2.7,2.8,default_only,2.1,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-138,鳥取牛骨ラーメン,japan_local_ramen,日本,鳥取県,1,牛骨,1,animal_forward,broth_seasoning,soup,default_or_unknown,2.7,2.8,default_only,3.2,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-139,山陰ちゃんぽん,japan_local_ramen,日本,島根県|鳥取県,3,野菜|魚介|具だくさん,3,seafood_forward|seafood_ingredient|vegetables,broth_seasoning|ingredient,soup,default_or_unknown,3.2,2.8,explicit_or_rule,3.2,false,false,false,false,false,false,medium,form_default_or_unknown
jp-140,しじみラーメン,japan_local_ramen,日本,島根県,1,貝のうま味,2,seafood_forward|umami_forward,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-141,松江ラーメン,japan_local_ramen,日本,島根県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-142,岡山ラーメン,japan_local_ramen,日本,岡山県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-143,トンカツラーメン,japan_local_ramen,日本,岡山県,1,カツ,1,meat_ingredient,ingredient,soup,default_or_unknown,2.7,2.8,default_only,3.5,false,false,true,false,false,false,high,noodle_default_only|form_default_or_unknown|rich_not_tagged
jp-144,新見ラーメン,japan_local_ramen,日本,岡山県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-145,笠岡ラーメン,japan_local_ramen,日本,岡山県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-146,広島ラーメン,japan_local_ramen,日本,広島県,2,豚骨醤油|中細麺,3,pork_bone|soy_sauce|thin_noodle,broth_seasoning|noodle,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.9,false,false,true,false,false,false,medium,form_default_or_unknown|rich_not_tagged
jp-147,広島つけ麺,japan_local_ramen,日本,広島県,1,つけ麺,1,dipping,serving,dipping,explicit_or_rule,3.8,3.3,explicit_or_rule,3.6,false,false,true,true,false,true,medium,rich_not_tagged|thick_not_tagged
jp-148,汁無し担々麺,japan_local_ramen,日本,広島県,3,辛味|香辛料|汁なし,2,brothless|spicy,serving|taste_aroma,dry,explicit_or_rule,2.7,2.8,default_only,3.7,false,false,true,false,false,false,medium,noodle_default_only|rich_not_tagged
jp-149,尾道ラーメン,japan_local_ramen,日本,広島県,5,醤油|魚介|背脂|油のコク|平打ち麺,5,flat_noodle|rich|seafood_forward|seafood_ingredient|soy_sauce,broth_seasoning|ingredient|noodle|taste_aroma,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.7,true,false,true,false,false,false,medium,form_default_or_unknown
jp-150,呉冷麺,japan_local_ramen,日本,広島県,2,冷製|さっぱり,2,cold|light,serving|taste_aroma,cold,explicit_or_rule,2.7,2.8,default_only,2.2,false,false,false,false,false,false,medium,noodle_default_only
jp-151,広島牡蠣ラーメン,japan_local_ramen,日本,広島県,1,牡蠣,2,seafood_forward|seafood_ingredient,broth_seasoning|ingredient,soup,default_or_unknown,2.7,2.8,default_only,2.9,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-152,宇部ラーメン,japan_local_ramen,日本,山口県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-153,下松牛骨ラーメン,japan_local_ramen,日本,山口県,1,牛骨,1,animal_forward,broth_seasoning,soup,default_or_unknown,2.7,2.8,default_only,3.2,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-154,瀬戸内ラーメンいりこそば,japan_local_ramen,日本,山口県,1,煮干し,1,niboshi,broth_seasoning,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-155,徳島ラーメン,japan_local_ramen,日本,徳島県,2,甘辛い醤油|豚骨醤油,3,pork_bone|soy_sauce|sweet_savory,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,4.6,false,false,true,false,false,false,high,noodle_default_only|form_default_or_unknown|rich_not_tagged
jp-156,松山瓢系ラーメン,japan_local_ramen,日本,愛媛県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-157,今治ラーメン,japan_local_ramen,日本,愛媛県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-158,八幡浜ちゃんぽん,japan_local_ramen,日本,愛媛県,3,野菜|魚介|具だくさん,3,seafood_forward|seafood_ingredient|vegetables,broth_seasoning|ingredient,soup,default_or_unknown,3.2,2.8,explicit_or_rule,3.2,false,false,false,false,false,false,medium,form_default_or_unknown
jp-159,みそカツラーメン,japan_local_ramen,日本,高知県,2,味噌|発酵のコク,2,fermented|miso,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,3.7,false,false,true,false,false,false,high,noodle_default_only|form_default_or_unknown|rich_not_tagged
jp-160,須崎鍋焼きラーメン,japan_local_ramen,日本,高知県,1,焼き・炒め,2,fried_griddle|roasted,serving|taste_aroma,fried,explicit_or_rule,2.7,2.8,default_only,3.1,false,false,false,false,false,false,medium,noodle_default_only
jp-161,中日そば,japan_local_ramen,日本,高知県,1,和風だし,1,dashi_forward,broth_seasoning,soup,default_or_unknown,2.7,2.8,default_only,2.1,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-162,博多ラーメン,japan_local_ramen,日本,福岡県,4,豚骨|濃厚|細麺|替え玉文化,4,animal_forward|pork_bone|rich|thin_noodle,broth_seasoning|noodle|taste_aroma,soup,default_or_unknown,1.7,3.8,explicit_or_rule,4.2,true,false,true,false,true,false,medium,form_default_or_unknown
jp-163,長浜ラーメン,japan_local_ramen,日本,福岡県,4,豚骨|濃厚|細麺|替え玉文化,4,animal_forward|pork_bone|rich|thin_noodle,broth_seasoning|noodle|taste_aroma,soup,default_or_unknown,1.7,3.8,explicit_or_rule,4.2,true,false,true,false,true,false,medium,form_default_or_unknown
jp-164,焼きラーメン,japan_local_ramen,日本,福岡県,1,焼き・炒め,2,fried_griddle|roasted,serving|taste_aroma,fried,explicit_or_rule,2.7,2.8,default_only,3.1,false,false,false,false,false,false,medium,noodle_default_only
jp-165,久留米ラーメン,japan_local_ramen,日本,福岡県,3,豚骨|濃厚|濃厚な豚骨,3,animal_forward|pork_bone|rich,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,4.2,true,false,true,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-166,ちゃんらー,japan_local_ramen,日本,福岡県,1,和風だし,1,dashi_forward,broth_seasoning,soup,default_or_unknown,2.7,2.8,default_only,2.1,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-167,戸畑ちゃんぽん,japan_local_ramen,日本,福岡県,3,野菜|魚介|具だくさん,3,seafood_forward|seafood_ingredient|vegetables,broth_seasoning|ingredient,soup,default_or_unknown,3.2,2.8,explicit_or_rule,3.2,false,false,false,false,false,false,medium,form_default_or_unknown
jp-168,佐賀ラーメン,japan_local_ramen,日本,佐賀県,2,豚骨|濃厚,3,animal_forward|pork_bone|rich,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,4.2,true,false,true,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-169,佐賀ちゃんぽん,japan_local_ramen,日本,佐賀県,3,野菜|魚介|具だくさん,3,seafood_forward|seafood_ingredient|vegetables,broth_seasoning|ingredient,soup,default_or_unknown,3.2,2.8,explicit_or_rule,3.2,false,false,false,false,false,false,medium,form_default_or_unknown
jp-170,マジェンバ,japan_local_ramen,日本,佐賀県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-171,あごだしラーメン,japan_local_ramen,日本,長崎県,1,あごだし,2,dashi_forward|niboshi,broth_seasoning,soup,default_or_unknown,2.7,2.8,default_only,2.4,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-172,長崎ちゃんぽん,japan_local_ramen,日本,長崎県,3,野菜|魚介|具だくさん,3,seafood_forward|seafood_ingredient|vegetables,broth_seasoning|ingredient,soup,default_or_unknown,3.2,2.8,explicit_or_rule,3.2,false,false,false,false,false,false,medium,form_default_or_unknown
jp-173,熊本ラーメン,japan_local_ramen,日本,熊本県,3,豚骨|濃厚|にんにく,4,animal_forward|garlic|pork_bone|rich,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,4.4,true,false,true,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-174,玉名ラーメン,japan_local_ramen,日本,熊本県,4,豚骨|濃厚|にんにく|焦がしにんにく,5,animal_forward|garlic|pork_bone|rich|roasted,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,4.4,true,false,true,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-175,天草ちゃんぽん,japan_local_ramen,日本,熊本県,3,野菜|魚介|具だくさん,3,seafood_forward|seafood_ingredient|vegetables,broth_seasoning|ingredient,soup,default_or_unknown,3.2,2.8,explicit_or_rule,3.2,false,false,false,false,false,false,medium,form_default_or_unknown
jp-176,太平燕,japan_local_ramen,日本,熊本県,1,春雨,0,,,soup,default_or_unknown,1.9,2.8,explicit_or_rule,2.7,false,false,false,false,false,false,medium,no_mapped_filters|form_default_or_unknown
jp-177,佐伯ラーメン,japan_local_ramen,日本,大分県,0,,0,,,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,high,no_tags|no_mapped_filters|noodle_default_only|form_default_or_unknown
jp-178,別府冷麺,japan_local_ramen,日本,大分県,2,冷製|さっぱり,2,cold|light,serving|taste_aroma,cold,explicit_or_rule,2.7,2.8,default_only,2.2,false,false,false,false,false,false,medium,noodle_default_only
jp-179,宮崎ラーメン,japan_local_ramen,日本,宮崎県,3,豚骨|濃厚|地域ごとの穏やかな豚骨,3,animal_forward|pork_bone|rich,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,4.2,true,false,true,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-180,宮崎辛麺,japan_local_ramen,日本,宮崎県,2,辛味|香辛料,1,spicy,taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,3,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-181,鹿児島ラーメン,japan_local_ramen,日本,鹿児島県,3,豚骨|濃厚|地域ごとの穏やかな豚骨,3,animal_forward|pork_bone|rich,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,4.2,true,false,true,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-182,串木野まぐろラーメン,japan_local_ramen,日本,鹿児島県,1,まぐろ,2,seafood_forward|seafood_ingredient,broth_seasoning|ingredient,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-183,枕崎かつおラーメン,japan_local_ramen,日本,鹿児島県,2,かつお|カツ,2,meat_ingredient|niboshi,broth_seasoning|ingredient,soup,default_or_unknown,2.7,2.8,default_only,3.5,false,false,true,false,false,false,high,noodle_default_only|form_default_or_unknown|rich_not_tagged
jp-184,ちゅら塩ラーメン,japan_local_ramen,日本,沖縄県,2,塩|澄んだ味わい,2,light|salt,broth_seasoning|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,2.1,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
jp-185,沖縄そば,japan_local_ramen,日本,沖縄県,1,沖縄そば麺,0,,,soup,default_or_unknown,3.3,3.2,explicit_or_rule,2.7,false,false,false,false,false,false,medium,no_mapped_filters|form_default_or_unknown
world-001,蘭州牛肉麺,world_noodle_soup,中国,,4,牛肉|香草|手延べ|澄んだスープ,4,hand_stretched|herbal|light|meat_ingredient,ingredient|noodle|taste_aroma,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.1,false,false,false,false,false,false,medium,form_default_or_unknown
world-002,台湾牛肉麺,world_noodle_soup,台湾,,4,牛肉|醤油|香辛料|煮込み,4,meat_ingredient|soy_sauce|spicy|stew,broth_seasoning|ingredient|serving|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,3.1,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
world-003,雲呑麺,world_noodle_soup,香港,,4,海老|雲呑|細麺|澄んだスープ,4,light|seafood_forward|seafood_ingredient|thin_noodle,broth_seasoning|ingredient|noodle|taste_aroma,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.1,false,false,false,false,false,false,medium,form_default_or_unknown
world-004,過橋米線,world_noodle_soup,中国,,3,米線|熱いスープ|別添え具材,3,hot|rice_noodle|soup,noodle|serving,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.1,false,false,false,false,false,false,medium,form_default_or_unknown
world-005,重慶小麺,world_noodle_soup,中国,,4,辛味|花椒|香辛料|細麺,2,spicy|thin_noodle,noodle|taste_aroma,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.1,false,false,false,false,false,false,medium,form_default_or_unknown
world-006,螺蛳粉,world_noodle_soup,中国,,4,発酵|酸味|辛味|米粉麺,4,fermented|rice_noodle|sour|spicy,noodle|taste_aroma,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.1,false,false,false,false,false,false,medium,form_default_or_unknown
world-007,ラミョン,global_ramen_culture,韓国,,3,即席麺|辛味|鍋調理,2,spicy|stew,serving|taste_aroma,instant,explicit_or_rule,2.7,2.8,default_only,2.7,false,false,false,false,false,false,medium,noodle_default_only
world-008,チャンポン,world_noodle_soup,韓国,,3,海鮮|辛味|炒め野菜,4,seafood_forward|seafood_ingredient|spicy|vegetables,broth_seasoning|ingredient|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,3.1,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
world-009,カルグクス,world_noodle_soup,韓国,,3,手切り麺|やさしい味|出汁,3,dashi_forward|handmade|light,broth_seasoning|noodle|taste_aroma,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.1,false,false,false,false,false,false,medium,form_default_or_unknown
world-010,冷麺,world_noodle_soup,韓国,,4,冷製|酸味|弾力|そば粉,5,buckwheat_noodle|cold|elastic_noodle|firm_noodle|sour,noodle|serving|taste_aroma,cold,explicit_or_rule,2.7,2.8,explicit_or_rule,3.1,false,false,false,false,false,false,low,
world-011,フォー・ボー,world_noodle_soup,ベトナム,,4,牛骨|米麺|香草|澄んだスープ,4,animal_forward|herbal|light|rice_noodle,broth_seasoning|noodle|taste_aroma,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.1,false,false,false,false,false,false,medium,form_default_or_unknown
world-012,ブンボーフエ,world_noodle_soup,ベトナム,,3,辛味|レモングラス|太い米麺,3,herbal|rice_noodle|spicy,noodle|taste_aroma,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.1,false,false,false,false,false,false,medium,form_default_or_unknown
world-013,フーティウ,world_noodle_soup,ベトナム,,4,豚|海鮮|米麺|汁あり・汁なし,5,brothless|meat_ingredient|rice_noodle|seafood_forward|seafood_ingredient,broth_seasoning|ingredient|noodle|serving,soup,explicit_or_rule,2.7,2.8,explicit_or_rule,3.1,false,false,false,false,false,false,low,
world-014,クイティウ,world_noodle_soup,カンボジア,,3,朝食|米麺|澄んだスープ,2,light|rice_noodle,noodle|taste_aroma,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.1,false,false,false,false,false,false,medium,form_default_or_unknown
world-015,ボートヌードル,world_noodle_soup,タイ,,3,濃厚|香辛料|小ぶりな器,3,rich|shared_serving|spicy,serving|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,3.1,true,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
world-016,トムヤムヌードル,world_noodle_soup,タイ,,3,酸味|辛味|レモングラス,3,herbal|sour|spicy,taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,3.1,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
world-017,カオソーイ,world_noodle_soup,タイ,,3,カレー|ココナッツ|揚げ麺,3,coconut|curry|fried_noodle,broth_seasoning|ingredient|noodle,soup,default_or_unknown,2.7,2.8,explicit_or_rule,4,false,false,true,false,false,false,medium,form_default_or_unknown|rich_not_tagged
world-018,カレーラクサ,world_noodle_soup,マレーシア・シンガポール,,3,ココナッツ|辛味|海鮮,4,coconut|seafood_forward|seafood_ingredient|spicy,broth_seasoning|ingredient|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,4,false,false,true,false,false,false,high,noodle_default_only|form_default_or_unknown|rich_not_tagged
world-019,アッサムラクサ,world_noodle_soup,マレーシア,,4,魚|酸味|タマリンド|香草,4,herbal|seafood_forward|seafood_ingredient|sour,broth_seasoning|ingredient|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
world-020,プロウンミー,world_noodle_soup,シンガポール・マレーシア,,3,海老|甲殻類|濃い出汁,4,dashi_forward|seafood_forward|seafood_ingredient|umami_forward,broth_seasoning|ingredient|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,3.1,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
world-021,ミー・チェロール,world_noodle_soup,インドネシア,,3,海老|ココナッツ|とろみ,4,ankake|coconut|seafood_forward|seafood_ingredient,broth_seasoning|ingredient,soup,default_or_unknown,2.7,2.8,default_only,3.6,false,false,true,false,false,false,high,noodle_default_only|form_default_or_unknown|rich_not_tagged
world-022,ミー・バクソ,world_noodle_soup,インドネシア,,3,肉団子|澄んだスープ|屋台,2,light|meat_ingredient,ingredient|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,3.1,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
world-023,モヒンガー,world_noodle_soup,ミャンマー,,4,魚|米麺|香草|朝食,4,herbal|rice_noodle|seafood_forward|seafood_ingredient,broth_seasoning|ingredient|noodle|taste_aroma,soup,default_or_unknown,2.7,2.8,explicit_or_rule,2.7,false,false,false,false,false,false,medium,form_default_or_unknown
world-024,トゥクパ,world_noodle_soup,チベット・ネパール・インド,,3,野菜|肉|温かいスープ,4,hot|meat_ingredient|soup|vegetables,ingredient|serving,soup,default_or_unknown,2.7,2.8,default_only,2.7,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
world-025,テントゥク,world_noodle_soup,チベット,,3,手ちぎり麺|煮込み|素朴,4,handmade|irregular_noodle|stew|traditional,culture|noodle|serving,soup,default_or_unknown,2.7,2.8,explicit_or_rule,2.7,false,false,false,false,false,false,medium,form_default_or_unknown
world-026,ラグマン,world_noodle_soup,中央アジア,,3,羊肉|手延べ|野菜,3,hand_stretched|meat_ingredient|vegetables,ingredient|noodle,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.1,false,false,false,false,false,false,medium,form_default_or_unknown
world-027,アーシュ・レシュテ,world_noodle_soup,イラン,,4,豆|香草|発酵乳|濃厚,4,dairy|fermented|herbal|rich,ingredient|taste_aroma,soup,default_or_unknown,2.7,2.8,default_only,2.7,true,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
world-028,サイミン,global_ramen_culture,アメリカ合衆国・ハワイ,,3,多文化|澄んだスープ|細麺,2,light|thin_noodle,noodle|taste_aroma,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.1,false,false,false,false,false,false,medium,form_default_or_unknown
world-029,ソパ・ワンタン,world_noodle_soup,ペルー,,3,中華系|雲呑|鶏スープ,1,animal_forward,broth_seasoning,soup,default_or_unknown,2.7,2.8,default_only,3.1,false,false,false,false,false,false,medium,noodle_default_only|form_default_or_unknown
world-030,ソパ・デ・フィデオ,world_noodle_soup,メキシコ,,3,短い麺|トマト|家庭料理,3,irregular_noodle|traditional|vegetables,culture|ingredient|noodle,soup,default_or_unknown,2.7,2.8,explicit_or_rule,3.1,false,false,false,false,false,false,medium,form_default_or_unknown
